Measurement ID;7538;Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;Channel0260101;Channel0270101;;;;xx;;Peukert 1,75V;;;;;;
Battery Name;Prototipo_P;[dd/MM/yyyy HH:mm:ss];[];[];[hh:mm:ss];[hh:mm:ss];[];[];[];[V];[A];[AhCha];[AhDch];[AhStep];[Ah];[Wh];[WhCha];[WhDch];[WhStep];[V1];[V1];;;;xx;;Duração;Corrente;;;;;
;;17/11/2022 01:22:57;7;DCH;09:40:03;02:40:00;1;1;EQUALIZACAO_4X_C20;2,050403;-0,2375;0;0,633285;0,633297;-0,633285;0,338154;1,638486;1,300332;1,300362;2,511041;-0,915777;;;;;;;;;;;;
;;17/11/2022 01:24:56;7;DCH;09:42:03;02:42:00;1;1;EQUALIZACAO_4X_C20;2,050292;-0,237455;0;0,641189;0,6412;-0,641189;0,321949;1,638486;1,316537;1,316567;2,505773;-0,696571;;;;;;;;;;;;
;;17/11/2022 01:26:56;7;DCH;09:44:03;02:44:00;1;1;EQUALIZACAO_4X_C20;2,050181;-0,2375;0;0,649103;0,649114;-0,649103;0,305723;1,638486;1,332763;1,332793;-0,557353;-0,399774;;;;;;;;;;;;
;;17/11/2022 01:28:56;7;DCH;09:46:03;02:46:00;1;1;EQUALIZACAO_4X_C20;2,05007;-0,2375;0;0,657021;0,657032;-0,657021;0,28949;1,638486;1,348996;1,349025;-1,107042;0,276361;;;;;;;;;;;;
;;17/11/2022 01:30:56;7;DCH;09:48:03;02:47:59;1;1;EQUALIZACAO_4X_C20;2,049958;-0,2375;0;0,664939;0,664951;-0,664939;0,273258;1,638486;1,365228;1,365258;1,03408;1,631347;;;;;;;;;;;;
;;17/11/2022 01:32:56;7;DCH;09:50:03;02:50:00;1;1;EQUALIZACAO_4X_C20;2,049847;-0,237455;0;0,672846;0,672858;-0,672846;0,257049;1,638486;1,381436;1,381466;2,454524;-1,572754;;;;;;;;;;;;
;;17/11/2022 01:34:56;7;DCH;09:52:03;02:52:00;1;1;EQUALIZACAO_4X_C20;2,049736;-0,237455;0;0,680769;0,68078;-0,680769;0,240811;1,638486;1,397675;1,397705;-1,53284;-2,065127;;;;;;;;;;;;
;;17/11/2022 01:36:56;7;DCH;09:54:03;02:54:00;1;1;EQUALIZACAO_4X_C20;2,049514;-0,2375;0;0,688694;0,688705;-0,688694;0,224567;1,638486;1,413918;1,413948;-1,724904;0,877459;;;;;;;;;;;;
;;17/11/2022 01:38:56;7;DCH;09:56:03;02:56:00;1;1;EQUALIZACAO_4X_C20;2,049403;-0,2375;0;0,696601;0,696612;-0,696601;0,208361;1,638486;1,430124;1,430154;1,189903;-0,187434;;;;;;;;;;;;
;;17/11/2022 01:40:56;7;DCH;09:58:03;02:58:00;1;1;EQUALIZACAO_4X_C20;2,049292;-0,2375;0;0,704516;0,704527;-0,704516;0,19214;1,638486;1,446346;1,446376;1,190861;0,205954;;;;;;;;;;;;
;;17/11/2022 01:42:56;7;DCH;10:00:03;03:00:00;1;1;EQUALIZACAO_4X_C20;2,04918;-0,237455;0;0,712432;0,712443;-0,712432;0,175918;1,638486;1,462568;1,462597;-1,730492;0,871712;;;;;;;;;;;;
;;17/11/2022 01:44:56;7;DCH;10:02:03;03:02:00;1;1;EQUALIZACAO_4X_C20;2,049069;-0,2375;0;0,720347;0,720358;-0,720347;0,1597;1,638486;1,478786;1,478815;-0,699924;-0,090524;;;;;;;;;;;;
;;17/11/2022 01:46:56;7;DCH;10:04:03;03:04:00;1;1;EQUALIZACAO_4X_C20;2,048958;-0,2375;0;0,728263;0,728274;-0,728263;0,143481;1,638486;1,495005;1,495035;1,90228;1,654496;;;;;;;;;;;;
;;17/11/2022 01:48:56;7;DCH;10:06:03;03:06:00;1;1;EQUALIZACAO_4X_C20;2,048847;-0,237455;0;0,736175;0,736186;-0,736175;0,127269;1,638486;1,511217;1,511247;-2,002383;0,690664;;;;;;;;;;;;
;;17/11/2022 01:50:57;7;DCH;10:08:03;03:08:00;1;1;EQUALIZACAO_4X_C20;2,048736;-0,2375;0;0,744109;0,74412;-0,744109;0,111014;1,638486;1,527471;1,527501;2,094982;0,108086;;;;;;;;;;;;
;;17/11/2022 01:52:56;7;DCH;10:10:03;03:10:00;1;1;EQUALIZACAO_4X_C20;2,048514;-0,2375;0;0,75201;0,752021;-0,75201;0,094827;1,638486;1,543659;1,543688;-1,16787;0,351718;;;;;;;;;;;;
;;17/11/2022 01:54:56;7;DCH;10:12:03;03:12:00;1;1;EQUALIZACAO_4X_C20;2,048514;-0,237455;0;0,759925;0,759936;-0,759925;0,078614;1,638486;1,559872;1,559902;-0,114632;2,09626;;;;;;;;;;;;
;;17/11/2022 01:56:56;7;DCH;10:14:03;03:14:00;1;1;EQUALIZACAO_4X_C20;2,048291;-0,237455;0;0,767854;0,767865;-0,767854;0,062373;1,638486;1,576113;1,576143;-1,915531;1,383404;;;;;;;;;;;;
;;17/11/2022 01:58:56;7;DCH;10:16:03;03:16:00;1;1;EQUALIZACAO_4X_C20;2,04818;-0,237455;0;0,775751;0,775762;-0,775751;0,046197;1,638486;1,592289;1,592319;2,534191;-0,921364;;;;;;;;;;;;
;;17/11/2022 02:00:56;7;DCH;10:18:03;03:18:00;1;1;EQUALIZACAO_4X_C20;2,048069;-0,237455;0;0,783677;0,783688;-0,783677;0,029964;1,638486;1,608522;1,608552;0,483433;-1,431779;;;;;;;;;;;;
;;17/11/2022 02:02:56;7;DCH;10:20:03;03:20:00;1;1;EQUALIZACAO_4X_C20;2,047958;-0,237455;0;0,791593;0,791604;-0,791593;0,013752;1,638486;1,624734;1,624763;-0,740955;1,200759;;;;;;;;;;;;
;;17/11/2022 02:04:56;7;DCH;10:22:03;03:22:00;1;1;EQUALIZACAO_4X_C20;2,047847;-0,237455;0;0,799512;0,799523;-0,799512;-0,002466;1,638486;1,640952;1,640981;0,523187;-1,469298;;;;;;;;;;;;
;;17/11/2022 02:06:56;7;DCH;10:24:03;03:24:00;1;1;EQUALIZACAO_4X_C20;2,047736;-0,237455;0;0,80742;0,807431;-0,80742;-0,018659;1,638486;1,657144;1,657174;-1,41262;1,226304;;;;;;;;;;;;
;;17/11/2022 02:08:56;7;DCH;10:26:03;03:26:00;1;1;EQUALIZACAO_4X_C20;2,047513;-0,2375;0;0,81534;0,815351;-0,81534;-0,034877;1,638486;1,673363;1,673393;0,862292;-1,064734;;;;;;;;;;;;
;;17/11/2022 02:10:56;7;DCH;10:28:03;03:27:59;1;1;EQUALIZACAO_4X_C20;2,047402;-0,237455;0;0,823251;0,823262;-0,823251;-0,051073;1,638486;1,689559;1,689589;-2,033037;0,707108;;;;;;;;;;;;
;;17/11/2022 02:12:56;7;DCH;10:30:03;03:30:00;1;1;EQUALIZACAO_4X_C20;2,047291;-0,2375;0;0,831179;0,83119;-0,831179;-0,067306;1,638486;1,705791;1,705821;-0,070567;-1,932135;;;;;;;;;;;;
;;17/11/2022 02:14:56;7;DCH;10:32:03;03:32:00;1;1;EQUALIZACAO_4X_C20;2,04718;-0,2375;0;0,839082;0,839093;-0,839082;-0,083484;1,638486;1,72197;1,721999;-2,130426;1,570838;;;;;;;;;;;;
;;17/11/2022 02:16:56;7;DCH;10:34:03;03:34:00;1;1;EQUALIZACAO_4X_C20;2,047069;-0,2375;0;0,847003;0,847014;-0,847003;-0,099699;1,638486;1,738185;1,738215;2,570433;-0,829563;;;;;;;;;;;;
;;17/11/2022 02:18:56;7;DCH;10:36:03;03:36:00;1;1;EQUALIZACAO_4X_C20;2,046958;-0,2375;0;0,85493;0,854941;-0,85493;-0,115926;1,638486;1,754412;1,754441;-1,452215;1,125562;;;;;;;;;;;;
;;17/11/2022 02:20:56;7;DCH;10:38:03;03:37:59;1;1;EQUALIZACAO_4X_C20;2,046735;-0,237455;0;0,862828;0,862839;-0,862828;-0,132091;1,638486;1,770577;1,770606;0,2307;1,509211;;;;;;;;;;;;
;;17/11/2022 02:22:56;7;DCH;10:40:03;03:40:00;1;1;EQUALIZACAO_4X_C20;2,046624;-0,237455;0;0,870762;0,870773;-0,870762;-0,14833;1,638486;1,786816;1,786846;0,882409;0,319468;;;;;;;;;;;;
;;17/11/2022 02:24:56;7;DCH;10:42:03;03:42:00;1;1;EQUALIZACAO_4X_C20;2,046513;-0,237455;0;0,878672;0,878683;-0,878672;-0,164518;1,638486;1,803004;1,803034;-1,88823;1,236681;;;;;;;;;;;;
;;17/11/2022 02:26:56;7;DCH;10:44:03;03:44:00;1;1;EQUALIZACAO_4X_C20;2,046291;-0,2375;0;0,886587;0,886598;-0,886587;-0,180717;1,638486;1,819203;1,819232;0,427873;-1,149989;;;;;;;;;;;;
;;17/11/2022 02:28:56;7;DCH;10:46:03;03:46:00;1;1;EQUALIZACAO_4X_C20;2,04618;-0,237455;0;0,894503;0,894514;-0,894503;-0,196915;1,638486;1,8354;1,83543;-2,125636;1,364405;;;;;;;;;;;;
;;17/11/2022 02:30:56;7;DCH;10:48:03;03:48:00;1;1;EQUALIZACAO_4X_C20;2,046068;-0,237455;0;0,90242;0,902431;-0,90242;-0,213115;1,638486;1,8516;1,85163;0,927591;2,929495;;;;;;;;;;;;
;;17/11/2022 02:32:56;7;DCH;10:50:03;03:50:00;1;1;EQUALIZACAO_4X_C20;2,045957;-0,237455;0;0,910328;0,910339;-0,910328;-0,229294;1,638486;1,86778;1,86781;-1,725862;-1,772641;;;;;;;;;;;;
;;17/11/2022 02:34:56;7;DCH;10:52:03;03:52:00;1;1;EQUALIZACAO_4X_C20;2,045846;-0,2375;0;0,918252;0,918263;-0,918252;-0,245505;1,638486;1,883991;1,884021;-2,140484;1,514001;;;;;;;;;;;;
;;17/11/2022 02:36:56;7;DCH;10:54:03;03:53:59;1;1;EQUALIZACAO_4X_C20;2,045735;-0,2375;0;0,926165;0,926176;-0,926165;-0,261693;1,638486;1,900179;1,900209;-0,056997;1,562855;;;;;;;;;;;;
;;17/11/2022 02:38:56;7;DCH;10:56:03;03:56:00;1;1;EQUALIZACAO_4X_C20;2,045624;-0,237455;0;0,934076;0,934087;-0,934076;-0,277876;1,638486;1,916362;1,916392;2,601406;-0,830681;;;;;;;;;;;;
;;17/11/2022 02:40:57;7;DCH;10:58:03;03:58:00;1;1;EQUALIZACAO_4X_C20;2,045402;-0,237455;0;0,942007;0,942018;-0,942007;-0,294098;1,638486;1,932584;1,932614;-0,968143;-2,519663;;;;;;;;;;;;
;;17/11/2022 02:42:56;7;DCH;11:00:03;04:00:00;1;1;EQUALIZACAO_4X_C20;2,04529;-0,2375;0;0,949909;0,949921;-0,949909;-0,310262;1,638486;1,948748;1,948778;2,549199;-0,97437;;;;;;;;;;;;
;;17/11/2022 02:44:57;7;DCH;11:02:03;04:02:00;1;1;EQUALIZACAO_4X_C20;2,045068;-0,2375;0;0,957839;0,95785;-0,957839;-0,326479;1,638486;1,964965;1,964995;-0,606207;2,799057;;;;;;;;;;;;
;;17/11/2022 02:46:57;7;DCH;11:04:03;04:04:00;1;1;EQUALIZACAO_4X_C20;2,044957;-0,237455;0;0,965754;0,965766;-0,965754;-0,342667;1,638486;1,981153;1,981183;0,57715;2,940671;;;;;;;;;;;;
;;17/11/2022 02:48:56;7;DCH;11:06:03;04:06:00;1;1;EQUALIZACAO_4X_C20;2,044846;-0,2375;0;0,973654;0,973665;-0,973654;-0,35882;1,638486;1,997306;1,997336;2,444625;-1,479196;;;;;;;;;;;;
;;17/11/2022 02:50:56;7;DCH;11:08:03;04:08:00;1;1;EQUALIZACAO_4X_C20;2,044735;-0,237455;0;0,981579;0,98159;-0,981579;-0,375026;1,638486;2,013512;2,013542;2,452768;-1,598937;;;;;;;;;;;;
;;17/11/2022 02:52:56;7;DCH;11:10:03;04:10:00;1;1;EQUALIZACAO_4X_C20;2,044623;-0,2375;0;0,989485;0,989496;-0,989485;-0,391191;1,638486;2,029676;2,029706;-0,906038;-2,444146;;;;;;;;;;;;
;;17/11/2022 02:54:56;7;DCH;11:12:03;04:12:00;1;1;EQUALIZACAO_4X_C20;2,044401;-0,2375;0;0,997413;0,997425;-0,997413;-0,407401;1,638486;2,045887;2,045917;-2,045969;1,704788;;;;;;;;;;;;
;;17/11/2022 02:56:56;7;DCH;11:14:03;04:13:59;1;1;EQUALIZACAO_4X_C20;2,04429;-0,237455;0;1,005326;1,005337;-1,005326;-0,423578;1,638486;2,062064;2,062094;1,374463;2,932848;;;;;;;;;;;;
;;17/11/2022 02:58:56;7;DCH;11:16:03;04:16:00;1;1;EQUALIZACAO_4X_C20;2,044179;-0,2375;0;1,013248;1,013259;-1,013248;-0,439772;1,638486;2,078258;2,078288;1,819579;-2,018029;;;;;;;;;;;;
;;17/11/2022 03:00:56;7;DCH;11:18:03;04:18:00;1;1;EQUALIZACAO_4X_C20;2,044068;-0,237455;0;1,021151;1,021162;-1,021151;-0,455927;1,638486;2,094412;2,094442;2,570113;-1,197566;;;;;;;;;;;;
;;17/11/2022 03:02:56;7;DCH;11:20:03;04:20:00;1;1;EQUALIZACAO_4X_C20;2,043957;-0,237545;0;1,029078;1,029089;-1,029078;-0,47213;1,638486;2,110616;2,110646;-1,058667;-2,198598;;;;;;;;;;;;
;;17/11/2022 03:04:56;7;DCH;11:22:03;04:22:00;1;1;EQUALIZACAO_4X_C20;2,043734;-0,2375;0;1,036981;1,036992;-1,036981;-0,488282;1,638486;2,126768;2,126798;2,275232;-1,076548;;;;;;;;;;;;
;;17/11/2022 03:06:56;7;DCH;11:24:03;04:24:00;1;1;EQUALIZACAO_4X_C20;2,043623;-0,237455;0;1,044911;1,044922;-1,044911;-0,504489;1,638486;2,142974;2,143004;-1,752205;-2,619606;;;;;;;;;;;;
;;17/11/2022 03:08:56;7;DCH;11:26:03;04:26:00;1;1;EQUALIZACAO_4X_C20;2,043512;-0,237455;0;1,05283;1,052841;-1,05283;-0,520671;1,638486;2,159157;2,159187;-0,755484;-2,448138;;;;;;;;;;;;
;;17/11/2022 03:10:56;7;DCH;11:28:03;04:28:00;1;1;EQUALIZACAO_4X_C20;2,043401;-0,237455;0;1,060742;1,060754;-1,060742;-0,53684;1,638486;2,175326;2,175356;1,045735;1,60197;;;;;;;;;;;;
;;17/11/2022 03:12:57;7;DCH;11:30:03;04:30:00;1;1;EQUALIZACAO_4X_C20;2,043179;-0,2375;0;1,068652;1,068663;-1,068652;-0,553001;1,638486;2,191487;2,191517;-1,654496;0,976924;;;;;;;;;;;;
;;17/11/2022 03:14:56;7;DCH;11:32:03;04:32:00;1;1;EQUALIZACAO_4X_C20;2,043067;-0,2375;0;1,076576;1,076587;-1,076576;-0,569192;1,638486;2,207678;2,207708;1,378614;0,732972;;;;;;;;;;;;
;;17/11/2022 03:16:56;7;DCH;11:34:03;04:34:00;1;1;EQUALIZACAO_4X_C20;2,042956;-0,237455;0;1,084481;1,084493;-1,084481;-0,585342;1,638486;2,223828;2,223858;2,329834;-0,569646;;;;;;;;;;;;
;;17/11/2022 03:18:56;7;DCH;11:36:03;04:36:00;1;1;EQUALIZACAO_4X_C20;2,042734;-0,237455;0;1,092399;1,09241;-1,092399;-0,601516;1,638486;2,240002;2,240032;-0,102817;0,71557;;;;;;;;;;;;
;;17/11/2022 03:20:56;7;DCH;11:38:03;04:38:00;1;1;EQUALIZACAO_4X_C20;2,042623;-0,237455;0;1,100319;1,100331;-1,100319;-0,617696;1,638486;2,256182;2,256212;2,51184;-0,470661;;;;;;;;;;;;
;;17/11/2022 03:22:56;7;DCH;11:40:03;04:40:00;1;1;EQUALIZACAO_4X_C20;2,042512;-0,2375;0;1,108236;1,108247;-1,108236;-0,633866;1,638486;2,272352;2,272382;2,531477;-0,766181;;;;;;;;;;;;
;;17/11/2022 03:24:56;7;DCH;11:42:03;04:42:00;1;1;EQUALIZACAO_4X_C20;2,042401;-0,237455;0;1,116141;1,116152;-1,116141;-0,650012;1,638486;2,288497;2,288527;-2,12851;1,672537;;;;;;;;;;;;
;;17/11/2022 03:26:56;7;DCH;11:44:03;04:44:00;1;1;EQUALIZACAO_4X_C20;2,042178;-0,237455;0;1,124064;1,124075;-1,124064;-0,666192;1,638486;2,304678;2,304708;-0,645961;-2,520621;;;;;;;;;;;;
;;17/11/2022 03:28:56;7;DCH;11:46:03;04:46:00;1;1;EQUALIZACAO_4X_C20;2,042067;-0,237455;0;1,131977;1,131988;-1,131977;-0,682353;1,638486;2,320839;2,320869;1,4313;0,966866;;;;;;;;;;;;
;;17/11/2022 03:30:56;7;DCH;11:48:03;04:48:00;1;1;EQUALIZACAO_4X_C20;2,041956;-0,237455;0;1,1399;1,139911;-1,1399;-0,698531;1,638486;2,337017;2,337047;0,481038;-1,061062;;;;;;;;;;;;
;;17/11/2022 03:32:56;7;DCH;11:50:03;04:50:00;1;1;EQUALIZACAO_4X_C20;2,041845;-0,2375;0;1,147812;1,147824;-1,147812;-0,714688;1,638486;2,353174;2,353204;-0,24459;1,336625;;;;;;;;;;;;
;;17/11/2022 03:34:56;7;DCH;11:52:03;04:52:00;1;1;EQUALIZACAO_4X_C20;2,041623;-0,2375;0;1,155719;1,15573;-1,155719;-0,730832;1,638486;2,369318;2,369348;-2,136014;1,467701;;;;;;;;;;;;
;;17/11/2022 03:36:56;7;DCH;11:54:03;04:54:00;1;1;EQUALIZACAO_4X_C20;2,041511;-0,237455;0;1,163642;1,163653;-1,163642;-0,747007;1,638486;2,385493;2,385523;-2,084126;1,371909;;;;;;;;;;;;
;;17/11/2022 03:38:56;7;DCH;11:56:03;04:56:00;1;1;EQUALIZACAO_4X_C20;2,0414;-0,237455;0;1,171562;1,171573;-1,171562;-0,763176;1,638486;2,401662;2,401691;0,228146;2,471447;;;;;;;;;;;;
;;17/11/2022 03:40:56;7;DCH;11:58:03;04:58:00;1;1;EQUALIZACAO_4X_C20;2,041289;-0,2375;0;1,179481;1,179492;-1,179481;-0,779341;1,638486;2,417826;2,417856;0,504507;2,069917;;;;;;;;;;;;
;;17/11/2022 03:42:56;7;DCH;12:00:03;05:00:00;1;1;EQUALIZACAO_4X_C20;2,041067;-0,237455;0;1,187398;1,187409;-1,187398;-0,7955;1,638486;2,433986;2,434016;0,515204;0,724511;;;;;;;;;;;;
;;17/11/2022 03:44:56;7;DCH;12:02:03;05:02:00;1;1;EQUALIZACAO_4X_C20;2,040956;-0,237545;0;1,195314;1,195325;-1,195314;-0,811658;1,638486;2,450144;2,450173;-0,435696;-2,394015;;;;;;;;;;;;
;;17/11/2022 03:46:56;7;DCH;12:04:03;05:04:00;1;1;EQUALIZACAO_4X_C20;2,040845;-0,2375;0;1,203228;1,203239;-1,203228;-0,827809;1,638486;2,466295;2,466325;0,560865;2,750203;;;;;;;;;;;;
;;17/11/2022 03:48:56;7;DCH;12:06:03;05:06:00;1;1;EQUALIZACAO_4X_C20;2,040733;-0,2375;0;1,211145;1,211156;-1,211145;-0,843966;1,638486;2,482452;2,482481;2,508646;-0,663842;;;;;;;;;;;;
;;17/11/2022 03:50:56;7;DCH;12:08:03;05:08:00;1;1;EQUALIZACAO_4X_C20;2,040511;-0,237455;0;1,21905;1,219061;-1,21905;-0,860096;1,638486;2,498582;2,498612;-0,626323;0,336232;;;;;;;;;;;;
;;17/11/2022 03:52:56;7;DCH;12:10:03;05:10:00;1;1;EQUALIZACAO_4X_C20;2,0404;-0,2375;0;1,226967;1,226978;-1,226967;-0,876251;1,638486;2,514737;2,514767;1,322575;-0,144008;;;;;;;;;;;;
;;17/11/2022 03:54:56;7;DCH;12:12:03;05:12:00;1;1;EQUALIZACAO_4X_C20;2,040289;-0,2375;0;1,234881;1,234893;-1,234881;-0,892399;1,638486;2,530885;2,530915;1,901641;-0,487424;;;;;;;;;;;;
;;17/11/2022 03:56:56;7;DCH;12:14:03;05:14:00;1;1;EQUALIZACAO_4X_C20;2,040067;-0,237455;0;1,242797;1,242808;-1,242797;-0,908548;1,638486;2,547034;2,547064;0,472257;0,445116;;;;;;;;;;;;
;;17/11/2022 03:58:56;7;DCH;12:16:03;05:16:00;1;1;EQUALIZACAO_4X_C20;2,039955;-0,2375;0;1,25072;1,250731;-1,25072;-0,924712;1,638486;2,563197;2,563227;2,602842;-0,950581;;;;;;;;;;;;
;;17/11/2022 04:00:56;7;DCH;12:18:03;05:18:00;1;1;EQUALIZACAO_4X_C20;2,039844;-0,2375;0;1,258641;1,258653;-1,258641;-0,94087;1,638486;2,579356;2,579386;-1,357859;0,137941;;;;;;;;;;;;
;;17/11/2022 04:02:56;7;DCH;12:20:03;05:19:59;1;1;EQUALIZACAO_4X_C20;2,039622;-0,237455;0;1,266551;1,266562;-1,266551;-0,957003;1,638486;2,595489;2,595519;1,088522;1,687705;;;;;;;;;;;;
;;17/11/2022 04:04:56;7;DCH;12:22:03;05:22:00;1;1;EQUALIZACAO_4X_C20;2,039511;-0,2375;0;1,27447;1,274482;-1,27447;-0,973156;1,638486;2,611642;2,611672;1,495321;1,204591;;;;;;;;;;;;
;;17/11/2022 04:06:57;7;DCH;12:24:03;05:24:00;1;1;EQUALIZACAO_4X_C20;2,0394;-0,2375;0;1,282383;1,282394;-1,282383;-0,989293;1,638486;2,627779;2,627809;2,535628;-1,264781;;;;;;;;;;;;
;;17/11/2022 04:08:56;7;DCH;12:26:03;05:25:59;1;1;EQUALIZACAO_4X_C20;2,039177;-0,2375;0;1,290291;1,290302;-1,290291;-1,00542;1,638486;2,643906;2,643936;1,633901;2,933007;;;;;;;;;;;;
;;17/11/2022 04:10:56;7;DCH;12:28:03;05:28:00;1;1;EQUALIZACAO_4X_C20;2,039066;-0,2375;0;1,298208;1,29822;-1,298208;-1,021565;1,638486;2,660051;2,660081;-1,481591;-1,779346;;;;;;;;;;;;
;;17/11/2022 04:12:56;7;DCH;12:30:03;05:30:00;1;1;EQUALIZACAO_4X_C20;2,038955;-0,237455;0;1,306122;1,306133;-1,306122;-1,0377;1,638486;2,676185;2,676215;-1,80537;-1,656732;;;;;;;;;;;;
;;17/11/2022 04:14:56;7;DCH;12:32:03;05:32:00;1;1;EQUALIZACAO_4X_C20;2,038733;-0,2375;0;1,314052;1,314063;-1,314052;-1,053868;1,638486;2,692354;2,692383;-1,230136;-1,420284;;;;;;;;;;;;
;;17/11/2022 04:16:56;7;DCH;12:34:03;05:34:00;1;1;EQUALIZACAO_4X_C20;2,038622;-0,237455;0;1,321966;1,321977;-1,321966;-1,070003;1,638486;2,708489;2,708519;-1,924631;0,111598;;;;;;;;;;;;
;;17/11/2022 04:18:56;7;DCH;12:36:03;05:36:00;1;1;EQUALIZACAO_4X_C20;2,038511;-0,2375;0;1,329874;1,329886;-1,329874;-1,086125;1,638486;2,72461;2,72464;2,620883;-0,370877;;;;;;;;;;;;
;;17/11/2022 04:20:56;7;DCH;12:38:03;05:38:00;1;1;EQUALIZACAO_4X_C20;2,038288;-0,2375;0;1,337798;1,33781;-1,337798;-1,102277;1,638486;2,740763;2,740792;0,761072;2,894371;;;;;;;;;;;;
;;17/11/2022 04:22:56;7;DCH;12:40:03;05:40:00;1;1;EQUALIZACAO_4X_C20;2,038177;-0,237455;0;1,345715;1,345727;-1,345715;-1,118414;1,638486;2,756899;2,756929;2,602523;-0,698806;;;;;;;;;;;;
;;17/11/2022 04:24:56;7;DCH;12:42:03;05:42:00;1;1;EQUALIZACAO_4X_C20;2,038066;-0,237455;0;1,353621;1,353632;-1,353621;-1,134525;1,638486;2,773011;2,773041;2,523335;-1,308047;;;;;;;;;;;;
;;17/11/2022 04:26:57;7;DCH;12:44:03;05:44:00;1;1;EQUALIZACAO_4X_C20;2,037844;-0,2375;0;1,361548;1,361559;-1,361548;-1,15068;1,638486;2,789166;2,789196;0,07871;-0,485668;;;;;;;;;;;;
;;17/11/2022 04:28:57;7;DCH;12:46:03;05:46:00;1;1;EQUALIZACAO_4X_C20;2,037732;-0,237455;0;1,369456;1,369467;-1,369456;-1,166796;1,638486;2,805282;2,805312;1,082455;1,520387;;;;;;;;;;;;
;;17/11/2022 04:30:56;7;DCH;12:48:03;05:48:00;1;1;EQUALIZACAO_4X_C20;2,037621;-0,2375;0;1,377376;1,377387;-1,377376;-1,182933;1,638486;2,821419;2,821449;2,598372;0,98331;;;;;;;;;;;;
;;17/11/2022 04:32:56;7;DCH;12:50:03;05:50:00;1;1;EQUALIZACAO_4X_C20;2,037399;-0,237455;0;1,385291;1,385302;-1,385291;-1,199062;1,638486;2,837548;2,837577;2,54393;-1,101774;;;;;;;;;;;;
;;17/11/2022 04:34:56;7;DCH;12:52:03;05:52:00;1;1;EQUALIZACAO_4X_C20;2,037288;-0,237455;0;1,393207;1,393218;-1,393207;-1,215189;1,638486;2,853675;2,853704;1,27436;0,061148;;;;;;;;;;;;
;;17/11/2022 04:36:57;7;DCH;12:54:03;05:54:00;1;1;EQUALIZACAO_4X_C20;2,037177;-0,2375;0;1,401118;1,401129;-1,401118;-1,231306;1,638486;2,869791;2,869821;-0,996562;-1,893818;;;;;;;;;;;;
;;17/11/2022 04:38:56;7;DCH;12:56:03;05:56:00;1;1;EQUALIZACAO_4X_C20;2,036954;-0,23741;0;1,409041;1,409052;-1,409041;-1,247445;1,638486;2,88593;2,88596;2,539779;-1,087884;;;;;;;;;;;;
;;17/11/2022 04:40:56;7;DCH;12:58:03;05:58:00;1;1;EQUALIZACAO_4X_C20;2,036843;-0,237455;0;1,416958;1,416969;-1,416958;-1,263571;1,638486;2,902057;2,902087;-2,079656;1,028492;;;;;;;;;;;;
;;17/11/2022 04:42:56;7;DCH;13:00:03;06:00:00;1;1;EQUALIZACAO_4X_C20;2,036732;-0,2375;0;1,424874;1,424886;-1,424874;-1,279695;1,638486;2,918181;2,91821;-0,838025;0,001437;;;;;;;;;;;;
;;17/11/2022 04:44:56;7;DCH;13:02:03;06:02:00;1;1;EQUALIZACAO_4X_C20;2,03651;-0,2375;0;1,432782;1,432793;-1,432782;-1,2958;1,638486;2,934286;2,934316;-0,626004;-2,057623;;;;;;;;;;;;
;;17/11/2022 04:46:56;7;DCH;13:04:03;06:04:00;1;1;EQUALIZACAO_4X_C20;2,036399;-0,2375;0;1,4407;1,440711;-1,4407;-1,311924;1,638486;2,95041;2,95044;2,552072;-1,290166;;;;;;;;;;;;
;;17/11/2022 04:48:57;7;DCH;13:06:03;06:06:00;1;1;EQUALIZACAO_4X_C20;2,036176;-0,237455;0;1,448625;1,448636;-1,448625;-1,328062;1,638486;2,966548;2,966577;2,654251;1,372228;;;;;;;;;;;;
;;17/11/2022 04:50:56;7;DCH;13:08:03;06:08:00;1;1;EQUALIZACAO_4X_C20;2,036065;-0,2375;0;1,456529;1,456541;-1,456529;-1,344156;1,638486;2,982642;2,982672;1,903557;-1,095866;;;;;;;;;;;;
;;17/11/2022 04:52:56;7;DCH;13:10:03;06:10:00;1;1;EQUALIZACAO_4X_C20;2,035954;-0,2375;0;1,464453;1,464464;-1,464453;-1,360289;1,638486;2,998774;2,998804;-0,608442;1,406394;;;;;;;;;;;;
;;17/11/2022 04:54:56;7;DCH;13:12:03;06:12:00;1;1;EQUALIZACAO_4X_C20;2,035843;-0,237455;0;1,47237;1,472381;-1,47237;-1,376407;1,638486;3,014892;3,014922;1,517832;0,059711;;;;;;;;;;;;
;;17/11/2022 04:56:56;7;DCH;13:14:03;06:14:00;1;1;EQUALIZACAO_4X_C20;2,035621;-0,237455;0;1,480271;1,480282;-1,480271;-1,392491;1,638486;3,030977;3,031006;-1,025619;-1,714526;;;;;;;;;;;;
;;17/11/2022 04:58:56;7;DCH;13:16:03;06:16:00;1;1;EQUALIZACAO_4X_C20;2,03551;-0,237455;0;1,488196;1,488207;-1,488196;-1,408624;1,638486;3,047109;3,047139;1,256798;0,46172;;;;;;;;;;;;
